we,h
2.7551715114015538e-14,9.455966676552545e-06
0.0007993196662414396,0.00014831944841911749
0.0010006282318681717,0.00017654606095505944
0.0013157717034155915,0.00021471931896151368
0.0012438967803233537,0.00020661846866712913
0.0014231866972897987,0.00022618534094556315
0.0012984877147453075,0.00021279528274738217
0.0014484587957318124,0.00022876049515646937
0.001519429262381891,0.00023582339982585257
0.0013480182867308362,0.00021821755728664707
0.0014716387722575701,0.0002311040747234309
0.0015305518966467993,0.0002369204514688531
0.0013537886018914881,0.00021884012834674598
0.0012631160189961622,0.0002088081528462725
0.0012174598518039294,0.000203550578544449
0.0011947488730242367,0.00020088454531090886
0.0014007953562823485,0.0002238455510708989
0.0014966376315549946,0.00023359273929205734
0.0013362369304300644,0.00021694662411384427
0.0014660908201721452,0.00023055432453114713
0.0013204892178158237,0.00021523349646144994
0.001246257612878484,0.0002068969122971912
0.0014242875879596566,0.00022629342289273238
0.0012990554795712368,0.0002128534755251333
0.0012354926293840773,0.00020563618960483477
0.001203701749619654,0.00020193201763581256
0.0014048682036868867,0.00022425922463014067
0.0012891376079921335,0.00021173155603243718
0.0012305007110248619,0.00020505615440212532
0.0014170922556072934,0.00022552204475717616
0.0012953694082414977,0.00021243164641405283
0.0014470268952997726,0.00022859603081087335
0.0013107351185345,0.0002141223917683556
0.0012413701983780253,0.00020630126272372354
0.0012066578563332871,0.0002022559211257712
0.0011894347797761285,0.00020022636877743886
0.0011809607982740471,0.00019921208535364694
0.001394585571756092,0.00022316677143518723
0.0014936864144652342,0.00023328593226748385
0.0015412132952673041,0.00023793245608623044
0.001359298796258297,0.0002194306495053002
0.0012659132352229006,0.00020912404291797837
0.0012188814779774846,0.00020370331252734372
0.0014117613681441977,0.00022498097025616434
0.0012926574864477746,0.0002121278395603675
0.0014457410340090705,0.00022847817000438918
0.0015181303471200783,0.00023569084044044384
0.001347374661737852,0.00021812999252145894
0.0014713824238740043,0.00023104334244706748
0.0015304900316585623,0.00023686194592313674
0.001353791049690101,0.00021879600863767776
0.0014744083317080096,0.00023133185635568475
0.0013248106510333247,0.00021565738865541136
0.001460805483514102,0.00022995974116653988
0.0015253883720644356,0.00023636284307555934
0.001556643314405486,0.00023936017310493518
0.0015718504076477513,0.0002408078434468181
0.0015792782575966213,0.0002415121282196046
0.0015829383276899035,0.00024184361030781383
0.0015847419467400338,0.00024200024569431055
0.0013819438216895576,0.00022178738721265626
0.0012774700965549881,0.00021037897552063318
0.0014387480288191258,0.0002277117682446544
0.001514829752504054,0.00023531262845404802
0.0013456807412443508,0.00021791248117178973
0.0012590485188873034,0.00020829741781826927
0.0014302284266111676,0.00022684483967110405
0.0013021191878904786,0.00021315277521609174
0.001237068360308895,0.0002057795298293776
0.0014201213360257104,0.00022580589386396444
0.0015058795749731994,0.0002344625188445307
0.0015471694083549177,0.0002384610984429984
0.0013624148380246418,0.0002197279953211105
0.0014784972733080262,0.00023173252479901347
0.0015339438380475878,0.000237171440057101
0.0015607952341953756,0.00023975037607169305
0.001369517083478695,0.00022046348314764419
0.001271150936672216,0.00020966250034202752
0.0014358530632360682,0.00022739753665310038
0.0013050199350653894,0.0002134527290186393
0.0014515578447176056,0.00022901092993765306
0.0015209553653321637,0.00023591855171711367
0.0013488676544086066,0.00021825071423094933
0.0014721312485132924,0.0002310727113473801
0.001530895921400845,0.00023685293356628278
0.0013540329462301565,0.00021878120363478875
0.0014745945946172691,0.00023128985533944508
0.001324948781760226,0.00021562007224287943
0.0012485931353467517,0.0002070698877013427
0.0012103090548259256,0.00020262560844320704
0.0014079568729422364,0.00022449363113802068
0.0012907578293481676,0.00021184688658069326
0.0012313929939242589,0.00020508596917575571
0.0014175963903167508,0.00022548545509079682
0.0012956930647555248,0.0002123890170621969
0.0012338566615216736,0.0002053744520435309
0.0014186941754262522,0.00022561723682823742
0.001505240630104319,0.00023435534162412423
0.001546874321375642,0.00023840253256644293
0.001567105828250904,0.00024033520185945382
0.0015769790319819818,0.00024127187785165803
0.0013779312160923382,0.00022134969187757617
0.0012754603202694116,0.00021012907319244194
0.001437871917190844,0.00022758048229262203
