-2.290185308083891869e-03 -9.820777922868728638e-04 3.415636252611875534e-03 6.569722201675176620e-03 6.613347679376602173e-03
-2.029623370617628098e-03 -7.615317590534687042e-04 3.516282420605421066e-03 6.737035233527421951e-03 6.872684694826602936e-03
-1.787046901881694794e-03 -5.479063838720321655e-04 3.525001928210258484e-03 6.799775641411542892e-03 7.102219387888908386e-03
-1.252575311809778214e-03 -7.811654359102249146e-05 3.675679210573434830e-03 6.921082269400358200e-03 7.393540348857641220e-03
-8.621655870229005814e-04 2.566995099186897278e-04 5.019370466470718384e-03 7.060692645609378815e-03 7.610539440065622330e-03
-4.923278465867042542e-04 6.099613383412361145e-04 4.032169468700885773e-03 7.290159352123737335e-03 7.960193790495395660e-03
-1.557429786771535873e-04 9.090935345739126205e-04 4.147224128246307373e-03 7.375493645668029785e-03 8.146000094711780548e-03
-8.798739872872829437e-05 9.589465335011482239e-04 5.411962978541851044e-03 7.432703860104084015e-03 8.223964832723140717e-03
1.404739450663328171e-04 1.179464394226670265e-03 4.270416684448719025e-03 7.507977075874805450e-03 8.376138284802436829e-03
1.453740987926721573e-04 1.178488135337829590e-03 4.239857196807861328e-03 7.454818580299615860e-03 8.375740610063076019e-03
-1.965323463082313538e-05 1.028472790494561195e-03 4.227413795888423920e-03 7.483845576643943787e-03 8.368837647140026093e-03
-7.179798558354377747e-05 9.712290484458208084e-04 4.194220528006553650e-03 7.375746965408325195e-03 8.219938725233078003e-03
-3.099052701145410538e-04 7.676465902477502823e-04 4.127116408199071884e-03 7.345281541347503662e-03 8.164733648300170898e-03
-6.225351244211196899e-04 4.899692721664905548e-04 4.050530493259429932e-03 7.266167085617780685e-03 8.020324632525444031e-03
-8.849124424159526825e-04 2.528387121856212616e-04 3.946151584386825562e-03 7.144476287066936493e-03 7.809391710907220840e-03
-1.010706881061196327e-03 1.376611180603504181e-04 3.914733417332172394e-03 7.034583948552608490e-03 7.594673428684473038e-03
-1.281898701563477516e-03 -9.237346239387989044e-05 3.801882732659578323e-03 6.919813808053731918e-03 7.425481919199228287e-03
-1.511150039732456207e-03 -2.981571014970541000e-04 3.697864012792706490e-03 6.798696704208850861e-03 7.291779853403568268e-03
-1.743596512824296951e-03 -4.883725196123123169e-04 3.633040934801101685e-03 6.801623851060867310e-03 7.280576042830944061e-03
-1.931166974827647209e-03 -6.571111734956502914e-04 3.544797189533710480e-03 6.657356396317481995e-03 7.100708782672882080e-03
-1.981042791157960892e-03 -6.780002731829881668e-04 3.566336352378129959e-03 6.729124579578638077e-03 7.145408540964126587e-03
-2.164059551432728767e-03 -8.364361710846424103e-04 3.525197040289640427e-03 6.729955319315195084e-03 7.166236173361539841e-03
-2.625785768032073975e-03 -1.224987208843231201e-03 3.345572389662265778e-03 6.696414202451705933e-03 7.094806060194969177e-03
-2.585619688034057617e-03 -1.203250139951705933e-03 3.265898674726486206e-03 6.576922722160816193e-03 6.886490620672702789e-03
-2.546962583437561989e-03 -1.168263610452413559e-03 3.372716251760721207e-03 6.847150623798370361e-03 7.196669001132249832e-03
-2.303369110450148582e-03 -9.552272967994213104e-04 3.469028044492006302e-03 6.948257796466350555e-03 7.334446534514427185e-03
-1.887231599539518356e-03 -5.881227552890777588e-04 3.609793726354837418e-03 7.042782381176948547e-03 7.483809720724821091e-03
-1.471725525334477425e-03 -2.145264297723770142e-04 3.831247799098491669e-03 7.315081544220447540e-03 7.909841835498809814e-03
-8.817669004201889038e-04 3.077117726206779480e-04 4.041314590722322464e-03 7.449230179190635681e-03 8.102597668766975403e-03
-5.852221511304378510e-04 5.783946253359317780e-04 4.166134633123874664e-03 7.580106612294912338e-03 8.354118093848228455e-03
1.981211826205253601e-04 1.265265280380845070e-03 4.416043870151042938e-03 7.709272205829620361e-03 8.522969670593738556e-03
5.085393786430358887e-04 1.469742972403764725e-03 4.273446276783943176e-03 8.063717745244503021e-03 8.664823137223720551e-03
6.423110608011484146e-04 1.596582354977726936e-03 4.369331058114767075e-03 8.175867609679698944e-03 8.849861100316047668e-03
7.322500459849834442e-04 1.682376721873879433e-03 4.405951593071222305e-03 8.180941455066204071e-03 8.953697048127651215e-03
6.823756266385316849e-04 1.640570582821965218e-03 4.399760626256465912e-03 8.191624656319618225e-03 8.972095325589179993e-03
7.233680225908756256e-04 1.668820623308420181e-03 4.413718823343515396e-03 8.159223943948745728e-03 8.916906081140041351e-03
3.795304801315069199e-04 1.260277349501848221e-03 4.520529415458440781e-03 8.073391392827033997e-03 8.793379180133342743e-03
-2.107676118612289429e-05 8.977856487035751343e-04 4.399874713271856308e-03 7.999993860721588135e-03 8.684313856065273285e-03
-2.190941013395786285e-04 8.158541750162839890e-04 4.038174171000719070e-03 7.835743948817253113e-03 8.445467799901962280e-03
-5.302389618009328842e-04 6.126919761300086975e-04 4.223585594445466995e-03 7.553995586931705475e-03 8.379055187106132507e-03
-8.426050189882516861e-04 3.454471006989479065e-04 4.129621200263500214e-03 7.435704581439495087e-03 8.158225566148757935e-03
-1.203947700560092926e-03 2.706190571188926697e-05 4.032541997730731964e-03 7.384242489933967590e-03 8.104217238724231720e-03
-1.464114757254719734e-03 -2.926280722022056580e-04 3.610504325479269028e-03 7.550373207777738571e-03 7.814833894371986389e-03
-1.868844265118241310e-03 -6.907051429152488708e-04 4.121765494346618652e-03 7.161080837249755859e-03 7.699080277234315872e-03
-2.291982527822256088e-03 -8.914093486964702606e-04 3.622883930802345276e-03 7.069837301969528198e-03 7.641447708010673523e-03
-3.018962452188134193e-03 -1.526718493551015854e-03 3.365730401128530502e-03 7.006862200796604156e-03 7.519533857703208923e-03
-3.301234450191259384e-03 -1.892266329377889633e-03 2.851813100278377533e-03 7.427402772009372711e-03 7.453168276697397232e-03
-3.310952801257371902e-03 -1.783163286745548248e-03 3.391205333173274994e-03 7.228168658912181854e-03 7.691964972764253616e-03
-3.059782087802886963e-03 -1.561859156936407089e-03 3.465744666755199432e-03 7.313015870749950409e-03 7.813316769897937775e-03
-2.562836278229951859e-03 -1.137414481490850449e-03 3.613638691604137421e-03 7.397337816655635834e-03 7.950972765684127808e-03
-1.985288457944989204e-03 -6.328318268060684204e-04 3.791738767176866531e-03 7.467621471732854843e-03 8.076127618551254272e-03
-1.427424605935811996e-03 -1.426893286406993866e-04 3.968336619436740875e-03 7.585686631500720978e-03 8.270367048680782318e-03
-5.747727118432521820e-04 6.078989244997501373e-04 4.253039136528968811e-03 7.803234737366437912e-03 8.621784858405590057e-03
1.021907664835453033e-04 1.179565209895372391e-03 5.771542899310588837e-03 7.904141210019588470e-03 8.787661790847778320e-03
6.148540414869785309e-04 1.657230313867330551e-03 4.636223427951335907e-03 8.012169972062110901e-03 8.946272544562816620e-03
5.118460394442081451e-04 1.490140333771705627e-03 4.327276721596717834e-03 7.566839456558227539e-03 8.560190908610820770e-03
