3.243275785373113118e-01 3.160208423540064038e-01 3.163793552999100145e-01 3.135622620505413849e-01 3.105478894919070920e-01 1.804915070533752441e-02 3.203144297003746033e-02 4.893120005726814270e-02
3.160208423540064038e-01 3.163793552999100145e-01 3.135622620505413849e-01 3.105478894919070920e-01 3.002164893648728849e-01 3.203144297003746033e-02 4.893120005726814270e-02 6.737039983272552490e-02
3.163793552999100145e-01 3.135622620505413849e-01 3.105478894919070920e-01 3.002164893648728849e-01 2.825404668344873027e-01 4.893120005726814270e-02 6.737039983272552490e-02 8.635605126619338989e-02
3.135622620505413849e-01 3.105478894919070920e-01 3.002164893648728849e-01 2.825404668344873027e-01 2.872365566647988588e-01 6.737039983272552490e-02 8.635605126619338989e-02 1.048997268080711365e-01
3.105478894919070920e-01 3.002164893648728849e-01 2.825404668344873027e-01 2.872365566647988588e-01 2.897941352482162336e-01 8.635605126619338989e-02 1.048997268080711365e-01 1.222738400101661682e-01
3.002164893648728849e-01 2.825404668344873027e-01 2.872365566647988588e-01 2.897941352482162336e-01 2.876494891201611948e-01 1.048997268080711365e-01 1.222738400101661682e-01 1.378886401653289795e-01
2.825404668344873027e-01 2.872365566647988588e-01 2.897941352482162336e-01 2.876494891201611948e-01 2.874886495659794150e-01 1.222738400101661682e-01 1.378886401653289795e-01 1.513057500123977661e-01
2.872365566647988588e-01 2.897941352482162336e-01 2.876494891201611948e-01 2.874886495659794150e-01 2.772686100748191773e-01 1.378886401653289795e-01 1.513057500123977661e-01 1.622092723846435547e-01
2.897941352482162336e-01 2.876494891201611948e-01 2.874886495659794150e-01 2.772686100748191773e-01 2.661536884630454902e-01 1.513057500123977661e-01 1.622092723846435547e-01 1.703864037990570068e-01
2.876494891201611948e-01 2.874886495659794150e-01 2.772686100748191773e-01 2.661536884630454902e-01 2.662172399203953654e-01 1.622092723846435547e-01 1.703864037990570068e-01 1.757296174764633179e-01
2.874886495659794150e-01 2.772686100748191773e-01 2.661536884630454902e-01 2.662172399203953654e-01 2.599258641324082020e-01 1.703864037990570068e-01 1.757296174764633179e-01 1.782461255788803101e-01
2.772686100748191773e-01 2.661536884630454902e-01 2.662172399203953654e-01 2.599258641324082020e-01 2.663002561041353800e-01 1.757296174764633179e-01 1.782461255788803101e-01 1.781187951564788818e-01
2.661536884630454902e-01 2.662172399203953654e-01 2.599258641324082020e-01 2.663002561041353800e-01 2.702767240243267866e-01 1.782461255788803101e-01 1.781187951564788818e-01 1.755998432636260986e-01
2.662172399203953654e-01 2.599258641324082020e-01 2.663002561041353800e-01 2.702767240243267866e-01 2.765028030114784485e-01 1.781187951564788818e-01 1.755998432636260986e-01 1.710608303546905518e-01
2.599258641324082020e-01 2.663002561041353800e-01 2.702767240243267866e-01 2.765028030114784485e-01 2.754831907201678032e-01 1.755998432636260986e-01 1.710608303546905518e-01 1.648496538400650024e-01
2.663002561041353800e-01 2.702767240243267866e-01 2.765028030114784485e-01 2.754831907201678032e-01 2.554264795853405934e-01 1.710608303546905518e-01 1.648496538400650024e-01 1.573770046234130859e-01
2.702767240243267866e-01 2.765028030114784485e-01 2.754831907201678032e-01 2.554264795853405934e-01 2.610200529662731750e-01 1.648496538400650024e-01 1.573770046234130859e-01 1.489946991205215454e-01
2.765028030114784485e-01 2.754831907201678032e-01 2.554264795853405934e-01 2.610200529662731750e-01 2.718458085013963910e-01 1.573770046234130859e-01 1.489946991205215454e-01 1.399172842502593994e-01
2.754831907201678032e-01 2.554264795853405934e-01 2.610200529662731750e-01 2.718458085013963910e-01 2.751703646731727959e-01 1.489946991205215454e-01 1.399172842502593994e-01 1.305014491081237793e-01
2.554264795853405934e-01 2.610200529662731750e-01 2.718458085013963910e-01 2.751703646731727959e-01 2.796450502930328263e-01 1.399172842502593994e-01 1.305014491081237793e-01 1.210850179195404053e-01
