we,h
2.7551715114015538e-14,9.455966676552545e-06
0.00035349441277119265,7.511666394081017e-05
0.0005050024830115411,0.00010152801418895452
0.0005686646982492511,0.00011218329298953524
0.0006691954070885076,0.0001284229398298788
0.0007114632159768379,0.00013502798669219387
0.0007491998227639142,0.00014081022696594815
0.0008223531572060615,0.00015170990782216283
0.0008494269361458512,0.00015563923280781662
0.0008741102398343406,0.00015917321997392062
0.0008966750075625973,0.00016236302139366584
0.0009527475566173078,0.000170119248770172
0.0010031190454428262,0.0001768831170097302
0.0010153601344552448,0.00017849863191620458
0.0010266751049011731,0.00017998200237746351
0.0010371428034269075,0.00018134491315238683
0.001079533029829641,0.0001867831692339834
0.0011181407064698979,0.00019162157993881426
0.0011219549236512593,0.00019209424270755647
0.0011255010158276895,0.00019253174792228966
0.0011601516308893936,0.00019676324696058853
0.001191902581959233,0.0002005667752413534
0.0011905803644545296,0.00020040928849946236
0.001219841731721496,0.0002038548038459256
0.0012166128778035895,0.00020347816005870137
0.0012136029953124445,0.00020312644699731428
0.0012107996870304781,0.00020279721136374465
0.001238432703771089,0.00020601391269290425
0.0012638740942615156,0.00020892810497128073
0.0012576832230638154,0.00020822343168639326
0.0012816139930035071,0.0002109357725563478
0.0012742442972392637,0.00021010410528972924
0.0012968921960771714,0.00021264562447249433
0.0012885107232850686,0.00021170813385721477
0.0012806815546621204,0.00021082938053660046
0.0012733739371690589,0.00021000428346703852
0.001296089360087409,0.00021255461980461014
0.0012877611136902555,0.0002116226616535392
0.0013093686030851987,0.00021402860623879832
0.0013001644630589023,0.0002130065431648719
0.0013208231651752557,0.00021529045584293047
0.0013399137677235547,0.00021737601587253105
0.0013575684715692634,0.00021928355439313868
0.0013739034569934323,0.00022103190096866706
0.0013890306293203119,0.0002226344998985384
0.0013746326633489242,0.00022110921300253533
0.0013897035374271244,0.00022270653220937334
0.0014036651214122133,0.000224173532781759
0.0014166073869988278,0.00022552117314414332
0.0014286073714712953,0.00022676130559161494
0.0014397376371588623,0.00022790352387520892
0.0014220856748508376,0.00022608609297514374
0.0014336859049108672,0.0002272824822468579
0.0014444467484843809,0.00022838494140443044
0.001426493951040428,0.00022654157286673785
0.001409686969957941,0.00022479921147940829
0.0013939585085940513,0.00022315274617881473
0.0013792451617520268,0.00022159714023962514
0.0013939787223661764,0.00022315317280365232
0.001407627397751746,0.00022458372735987135
0.0013920314235725472,0.00022294919879198546
0.0013774424474180828,0.00022140502828023082
0.001392306474625637,0.00022297783982315377
0.0014060801346358863,0.0002244215048503574
0.0013905837449835303,0.0002227959720183636
0.0014044837885051214,0.0002242543376708825
0.0014173644618270603,0.00022559626667425877
0.0014011429880155678,0.0002239057244832494
0.0013859642920244553,0.0002223089626471497
0.0013717645218381668,0.00022080203213620408
0.0013584834848733515,0.0002193810055784173
0.0013747530889620223,0.00022112008009703726
0.0013612784636615268,0.00021968082575034504
0.001377338049606592,0.00022139601873315284
0.001363695953421295,0.00021994103241964694
0.0013795760302290155,0.00022163471685768957
0.0013942848379487475,0.00022318787289091465
0.0014079107150201282,0.0002246158202116661
0.001420540957096185,0.000225929115512099
0.0014041153206430688,0.00022422037691042737
0.0014170247638005716,0.0002255642445259525
0.0014289918933190395,0.00022680209469396904
0.0014400915899639938,0.00022794236434275577
0.0014503899866181512,0.00022899360498524664
0.0014320575929615072,0.00022711767768095756
0.0014148966040693938,0.00022534288098422395
0.0014270209973949708,0.00022659711266843815
0.0014382661340660433,0.00022775218172953765
0.0014207082891548996,0.00022594290974334874
0.001432411076993428,0.00022714940238739945
0.0014432642840680162,0.00022826211650778887
0.0014253846307871177,0.00022642644507570131
0.0014367459043089627,0.00022759596601864583
0.0014192827367156707,0.00022579627225729343
0.0014029380585604558,0.0002240947589308234
0.0013876436854486876,0.00022248747834940764
0.0013733353343982318,0.00022097048024153344
0.001359954867200954,0.00021953877408083372
0.0013474426606693126,0.0002181895594340057
0.0013645347878717393,0.0002200282455661808
0.00138035557853283,0.00022171340054428273
0.0013950050570565406,0.00022326090538556386
0.0013802219229590955,0.00022170024585126528
0.0013663958946981021,0.00022022678789536992
0.001382078883049172,0.00022189545494650256
0.0013966015759161025,0.00022342803964976328
0.0014100583200777211,0.0002248363426129308
0.001422535172024902,0.00022613063957882686
0.0014341030954246737,0.00022732336725876407
0.0014448366947924852,0.0002284213132291452
0.0014547943384346665,0.000229434950947501
0.0014640368501909922,0.00023037044090357705
0.0014448328890859924,0.00022842233945551222
0.0014547932226391933,0.0002294348146710073
0.0014640358175768374,0.00023037031344160452
0.0014448345223856682,0.00022842104580235272
0.0014547923286860431,0.00022943470090602838
0.0014361797928570928,0.00022753506580863386
0.0014187530975740235,0.00022573859032282205
0.0014305980142897594,0.00022696110836527655
0.0014415850829845498,0.0002280872663017807
0.0014517770127749016,0.00022912667126941737
0.001433356896830092,0.00022724342010262892
0.0014161109560635143,0.00022546270609586714
0.001428148012546512,0.000226706948834987
0.001411238117029922,0.00022495428638387793
0.001423629798693758,0.00022623880580427996
0.00140700958359247,0.00022451167975936614
0.0013914540861432146,0.00022288092558811454
0.0013769006174886489,0.00022134144879714895
0.0013918055195048405,0.000222918987702523
0.0013772317604685315,0.00022137631708785195
0.0013635974009066848,0.00021992217953194042
0.0013794860766710552,0.0002216167453437837
0.0013942002783783364,0.00022317179960090787
0.0014078334219399748,0.00022460048169246468
0.0014204703640478358,0.0002259144423690375
0.0014040525008838188,0.00022420517798643654
0.00138868951584743,0.00022259045664822427
0.0013743143813421976,0.0002210674017732837
0.0013894124785096616,0.000222666415886613
0.0014033968372685092,0.00022413592553885333
0.0014163575418027782,0.0002254869755721468
0.0014002011677633928,0.00022380231300354165
0.001385086094960703,0.0002222100930914783
0.0013709436704809677,0.00022070857103136327
0.0013577164451957725,0.0002192927097311574
0.001374041490511052,0.00022103973342474045
0.0013891570153942959,0.0002226422308209029
0.0014031622392130607,0.00022411280485996424
0.001387856477117196,0.00022250325649999188
0.0013735350579438816,0.00022098515299672045
0.0013886880815522024,0.00022259208343575933
0.0014027278268522276,0.0002240666746573013
0.0013874500936072345,0.00022245967919305186
0.0013731574676754377,0.00022094294187177652
0.0013883411936023184,0.00022255208479736335
0.0014024043855363141,0.00022403077039230015
0.0013871451707722843,0.00022242681089252488
0.001401298572369383,0.00022391463896514246
0.001414415305931487,0.00022528218434154245
0.0013983839374411347,0.00022360872751588
0.0013833862247987349,0.00022202724930933738
0.001369356435073414,0.00022053493037280146
0.0013848190464117243,0.00022217856057656806
0.0013991437486199163,0.00022368639771300807
