we,h
7.38532778967121e-05,1.86455843369628e-05
0.000356792426241484,7.61654870982495e-05
0.00047497044629372,9.66831447423179e-05
0.000545427915418629,0.000108901867477318
0.000623799289645583,0.000119698936336574
0.000695597414865026,0.000131823557834771
0.000733114264059716,0.000137452886404699
0.000771001525248757,0.000144369842184681
0.000821912880072372,0.000152291913283332
0.000887168325951654,0.000161297857048671
0.000943552046005611,0.000169354630743471
0.000995201731118037,0.00017599330833995
0.00104234426329571,0.000183454410965098
0.00108306287653395,0.000186967345877115
0.00112027505628418,0.000191256362760073
0.00115738382350476,0.000197131866436281
0.00117225716189815,0.000197329380534707
0.00118935306142641,0.000202065103748773
0.00121804188078457,0.00020275280102943
0.0012295622515928,0.000205408044193096
0.00124109170694399,0.0002063664977615
0.00125189116749887,0.000207830045679934
0.00124686563165794,0.000208107170703199
0.00124138135251201,0.000206644619856738
0.00125086727338156,0.000207375677020861
0.0012773641841567,0.000211682151932785
0.00128333270711687,0.000210529447933633
0.00127552745424298,0.000210650367911824
0.00128375153507428,0.000210577571481809
0.00129195415914477,0.00021303166946824
0.00129684079769666,0.000212103051013623
0.00130487112701696,0.000213811382957538
0.00129452193527141,0.000212334075941842
0.00128722470454702,0.000211826594509343
0.00128054689474271,0.000211961606438995
0.00127189832429955,0.000210142816141551
0.00128060067336442,0.000211110141214676
0.00130238668073734,0.000213655238223513
0.00132351585512948,0.00021565130221171
0.00132728200314516,0.0002165684763315
0.00133277316452063,0.000217686582445154
0.00133624551558212,0.0002178142047422
0.00133924783490147,0.00021812087062669
0.00134411427251051,0.000218799613017572
0.00134391039232878,0.000217737794263023
0.00136269041198454,0.000218923460798419
0.00136428804957379,0.000220728008671339
0.00135099817902854,0.000217855258716275
0.00133858972523975,0.000216996697203025
0.00134291353469403,0.000217803483176337
0.00134487645350787,0.000216587277309325
0.00134689542859081,0.000217597598867738
0.00136648769002076,0.000219887129341962
0.00136659903394722,0.000220409873063107
0.00136799964997136,0.000220072008940554
0.00136982975353088,0.000220201207408356
0.00135669058683127,0.000219841409773059
0.00135761955302262,0.000218363214119891
0.00137584403785424,0.000221882535428689
0.00137750503351313,0.000222817933432524
0.00136215747921231,0.000220270058587826
0.00134893722291324,0.000217439043694857
0.00133742326185342,0.000217304381639926
0.00134029370100213,0.000216553151416842
0.00135767782661956,0.000218408901535074
0.00137533373451089,0.000221445891556728
0.00137654237672922,0.000221944686091245
0.00136170967158228,0.000219580848638269
0.00134964965930148,0.000218350874855647
0.00135005628982181,0.000217195941074011
0.00136823313099298,0.00021918629702162
0.00136878124032178,0.000219642350595775
0.00135746585584406,0.000219637508321793
0.00134503867965171,0.000218534692732224
0.00134843889206731,0.000219126293398179
0.00136450014178351,0.000219722183074064
0.00137878946238911,0.000220174047439807
0.00138078207164299,0.000221311663489158
0.00136582130472604,0.000219780212412171
0.00135451478914368,0.000218862212688257
0.00134119722788811,0.000217461559857704
0.00134612786242604,0.000218946486108802
0.00134671427587303,0.000216685556803267
0.00133578063806235,0.000217130470823398
0.00132675413754165,0.000216971267044724
0.00131431536684865,0.000214262885396114
0.0013212138476336,0.000216627761149529
0.00133869261388891,0.000216535041682881
0.00134199238255942,0.00021712443115061
0.00133019770935031,0.000215950818644013
0.00132046606283834,0.000214960003926314
0.00131036527053966,0.000214327828678697
0.00131535116120684,0.000214225095330852
0.00133570222984873,0.000217067826454185
0.00135380131744676,0.000219193886613463
0.00137060840360248,0.000221359210800497
0.00138573102890266,0.00022234839405891
0.00138573128490244,0.000222517588071534
0.0013716522866745,0.000221223617496875
0.0013575493314005,0.000219080240438004
0.00134511496170752,0.000217067759495529
0.00133372870157837,0.000217009947178511
0.00133943094049437,0.000218416323535826
0.00134239182433536,0.000218734169464944
0.00134546968508727,0.00021915449223604
0.00136146690799182,0.000219466793435558
0.00137787720790189,0.000221294977994745
0.00137664977732584,0.000220017251646352
0.00137850391140332,0.000221351112141774
0.00137911527875977,0.000220933604796663
0.00136437236968342,0.000219130767428547
0.00135562241119382,0.000221644824342503
0.00135395418300522,0.0002180721870196
0.00135872442020798,0.000220052145594145
0.00134579713157147,0.000219214006738998
0.00134682639562962,0.000217305520744744
0.00136456919356489,0.000219242136701674
0.00136808899557647,0.000222106297015367
0.00135387449981255,0.000219056092828787
0.00134285400871053,0.000219352957636348
0.0013459221779291,0.000219172905410587
0.0013483098295591,0.000218742740554398
0.00133548664927567,0.000216890460489193
0.00132542473395317,0.000216206721539259
0.00132786474046073,0.000215154210772864
0.00134779422163261,0.000218129899677269
0.00135047085968604,0.000218185532856638
0.00133642490629617,0.000215970472612446
0.00134252945280633,0.000217789950512866
0.00134442483630813,0.000217390281207162
0.00134693934177901,0.000217751625099669
0.00135261151668999,0.000219787231536748
0.00133698198202845,0.000216496328272839
0.00132937470547175,0.0002170967425891
0.00131674912203256,0.000215249354576565
0.00132229667692291,0.000215389574320148
0.00132626409027134,0.000215317634640279
0.0013289789209698,0.000215417878893861
0.00135030504346502,0.000218694847065224
0.0013518459634593,0.000219059914304805
0.00135435551060912,0.000219425485328056
0.00137200660701571,0.000221575361484043
0.00137111963987812,0.000220038207103949
0.00135896817949089,0.000220208506903119
0.00134729835100349,0.000218900883778793
0.00133462804571926,0.000217266920078253
0.00133745894721687,0.000216639743283612
0.0013417741092641,0.000217102759181589
0.0013301134850759,0.00021703175851952
0.00133454960559023,0.000216660818676642
0.00135200675154405,0.000218808033325225
0.00136925364238095,0.000220216315063872
0.0013688701522689,0.000219574690357219
0.00137427893725238,0.000223664956829395
0.00138612652480608,0.000221924823549651
0.00140173189613789,0.000224261234331569
0.00140006132730356,0.000224295538404078
0.00139891529925672,0.000223562252843531
0.00139854281087525,0.000223773992889481
0.00139655423837409,0.000223252338023963
0.00139556557588776,0.000221618719090397
0.00138198383784592,0.000222683611253358
0.00138152214265658,0.000221473986531385
